,date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,cCFR,cum_subn,newCases_regression,real_newCases,Re,Re_ub,Re_lb
45,2020-04-22,Brazil,AL,Maceió/AL,2704302,1,14,29,205,1.3739700000000001,20.11879,0.06829,SES,0.06936641188015107,0.0947144276591879,33.3964473537081,354,1.6991473457244923,1.76459903354218,1.6367467208048099
46,2020-04-23,Brazil,AL,Maceió/AL,2704302,0,14,75,280,1.3739700000000001,27.47932,0.05,SES,0.06910680366019081,0.09507023407283803,36.53072593773279,380,1.662766767276587,1.7182887678370586,1.6042553741816608
47,2020-04-24,Brazil,AL,Maceió/AL,2704302,4,18,75,355,1.76653,34.83985,0.0507,SES,0.06958915568593861,0.09441126185882945,39.849358143180346,454,1.660552567903453,1.7132345860994507,1.6019363627044076
48,2020-04-25,Brazil,AL,Maceió/AL,2704302,0,18,72,427,1.76653,41.90597,0.04215,SES,0.06943159166999537,0.09462551328546318,43.35313421652125,436,1.6311001748003777,1.685489444210377,1.5806528040392247
49,2020-04-26,Brazil,AL,Maceió/AL,2704302,2,20,45,472,1.96281,46.32229,0.04237,SES,0.06948044942032833,0.09455897385254641,47.042127877474066,487,1.593878672157915,1.6423969929854079,1.5476939289212197
50,2020-04-27,Brazil,AL,Maceió/AL,2704302,2,22,63,535,2.15909,52.50513,0.04112,SES,0.0695501583592578,0.09446419900387573,50.915715436910325,539,1.5733770444043857,1.6185314142126068,1.5305440736688807
51,2020-04-28,Brazil,AL,Maceió/AL,2704302,2,24,110,645,2.35537,63.300580000000004,0.03721,SES,0.0699768641079423,0.0938881740951623,54.97260583139395,605,1.5613189587216012,1.6061601746372327,1.5129692244874045
52,2020-04-29,Brazil,AL,Maceió/AL,2704302,2,26,146,791,2.55165,77.62908,0.032869999999999996,SES,0.07041515099844657,0.0933037834449143,59.210881260357745,680,1.5507916106588053,1.5959737117939317,1.5097130017962426
53,2020-04-30,Brazil,AL,Maceió/AL,2704302,6,32,62,853,3.1404900000000002,83.71379,0.03751,SES,0.07052552227823469,0.09315776456188837,63.62804794522448,705,1.5344621206616746,1.5744103956104223,1.494798966017258
54,2020-05-01,Brazil,AL,Maceió/AL,2704302,6,38,155,1008,3.72934,98.92556,0.0377,SES,0.07081700419874616,0.09277432834579473,68.22109638086548,761,1.5278257379020224,1.5634425473680942,1.4889737487174155
55,2020-05-02,Brazil,AL,Maceió/AL,2704302,3,41,116,1124,4.02376,110.30985,0.03648,SES,0.07077568626473871,0.09282848880369321,72.98657032204042,771,1.5097851889129812,1.5480814571228287,1.4755900225935112
56,2020-05-03,Brazil,AL,Maceió/AL,2704302,2,43,55,1179,4.22004,115.70756999999999,0.036469999999999995,SES,0.07056971478931524,0.09309942685207996,77.92064364354965,852,1.4945030466338254,1.527441755133207,1.4647735680071885
57,2020-05-04,Brazil,AL,Maceió/AL,2704302,3,46,81,1260,4.51446,123.65695,0.03651,SES,0.07054047106714952,0.09313802276349739,83.01920413465007,905,1.4753638767322235,1.50725787028952,1.4460335376851683
