Si,Sj,Ei,Ej,Ii,Ij,Ri,Rj,Hi,Hj,Ui,Uj,Mi,Mj
5598800.903886448,22405587.110775385,0.433415136816935,1.7344643558122534,2.019599140332536,8.082142095132635,36401196.643099286,145594403.07261834,0.6576598569535732,1.5410886095910232,0.18191884976561984,0.3076110356751461,0.007282304401609278,0.0017142778420557079
5598800.841942368,22405586.862884186,0.40867618912396875,1.6354626843688367,1.9043222536626696,7.620820756781822,36401196.8450592,145594403.88083255,0.6201217264571556,1.4531258356407724,0.17153526745700032,0.29005318220318815,0.006866637077130624,0.0016164284190265273
5598800.783534001,22405586.629142392,0.38534931845391096,1.5421119398447782,1.7956252661211964,7.185831217977407,36401197.03549143,145594404.64291462,0.5847261924952456,1.3701837894715552,0.16174435411919702,0.27349748720002043,0.0064746956624530776,0.0015241641513563647
5598800.7284595305,22405586.408742372,0.3633539247064763,1.4540895723585803,1.693132603199859,6.775670484148622,36401197.21505395,145594405.36149773,0.5513509618298438,1.2919759024048703,0.1525122822485883,0.2578867509118145,0.006105125904812069,0.0014371662435954816
5598800.6765286615,22405586.200922586,0.34261400836405825,1.3710914428916663,1.5964901278211683,6.388921350205476,36401197.38436721,145594406.03906476,0.5198807212207949,1.2182319619303155,0.1438071550477304,0.24316703826307376,0.005756650850879522,0.0013551340968297246
5598800.62756196,22405586.004964966,0.32305790789445193,1.2928307724122634,1.505363916711863,6.024247503763261,36401197.54401623,145594406.6779569,0.4902067390496622,1.1486971781942856,0.13559889623488816,0.2292874925328716,0.005428066434591973,0.0012777842700410953
5598800.581390235,22405585.820192434,0.304618052142411,1.2190371509824156,1.419439106619567,5.680388907869387,36401197.694552615,145594407.28038165,0.46222648967925334,1.0831313037649242,0.12785914614199956,0.21620015966435685,0.005118237316820335,0.0012048495007526523
5598800.53785395,22405585.645966552,0.2872307268544861,1.1494556034243368,1.3384188063860925,5.356157447278932,36401197.836496525,145594407.84842053,0.43584329925137044,1.0213078036330794,0.12056116374224002,0.20385982260076435,0.004826092962506529,0.0011360777815738775
5598800.4968026765,22405585.481685326,0.27083585453042947,1.0838457083177433,1.2620230711183804,5.050432823235906,36401197.970338404,145594408.38403627,0.410966011699387,0.9630130725824866,0.11367973426882463,0.19222384507578635,0.004550623941712715,0.0010712314894557864
5598800.458094574,22405585.326781124,0.25537678684049514,1.0219807672840726,1.1899879349126283,4.762158682575864,36401198.09654071,145594408.88907954,0.3875086738220558,0.9080456972259678,0.10719108210599085,0.18125202431880313,0.0042908784418024945,0.0010100865646471813
5598800.421595894,22405585.180718716,0.24080010889138348,0.9636470216872558,1.1220644987894646,4.490338967775092,36401198.21553951,145594409.3652954,0.36539023833077816,0.8562157601586872,0.10107278865130853,0.17090645216625275,0.004045958978702937,0.0009524317365151727
5598800.387180526,22405585.04299342,0.22705545466451924,0.9086429140445419,1.0580180706887947,4.234034475335034,36401198.32774596,145594409.8143293,0.3445342838446321,0.8073441838249402,0.09530371486562904,0.1611513840994442,0.00381501929588418,0.0008980677935550184
5598800.3547295565,22405584.91312936,0.214095332988955,0.8567783915953628,0.9976273545528191,3.9923596106104386,36401198.433547765,145594410.23773274,0.3248687508659829,0.7612621118321048,0.08986392824317166,0.15195311575648926,0.0035972614403419027,0.0008468068950670068
5598800.324130859,22405584.790677823,0.2018749634475923,0.8078742496218904,0.9406836856953282,3.764479327868467,36401198.5333105,145594410.6369687,0.30632569282468974,0.7178103255747003,0.08473463394950831,0.14327986649183513,0.0033919330054795853,0.0007984719221220877
5598800.295278708,22405584.67521571,0.1903521216497347,0.7617615122522927,0.8869903098153139,3.5496062450059984,36401198.62737887,145594411.01341665,0.28884104133096067,0.676838694153449,0.07989810988959972,0.13510166958121783,0.003198324531364116,0.0007528958655736935
5598800.268073413,22405584.56634407,0.1794869933353506,0.7182808486072075,0.8363617031637295,3.346997922955857,36401198.7160779,145594411.36837727,0.27235438482597885,0.6382056556892188,0.0753376454816078,0.1273902686928027,0.0030157670533720675,0.0007099212490011997
5598800.24242097,22405584.463686727,0.16924203680693828,0.6772820222720705,0.7886229315144266,3.1559543003817128,36401198.79971407,145594411.70307705,0.25680875986569546,0.601777728240154,0.07103748392500543,0.12011902026691842,0.0028436297907566805,0.0006693995845911715
5598800.218232746,22405584.366888974,0.15958185321366167,0.6386233721930871,0.7436090457243716,2.9758152747979554,36401198.87857637,145594412.01867247,0.24215045431681423,0.5674290486325416,0.06698276776357255,0.11326280146719463,0.002681317967149051,0.0006311908600763426
5598800.195425165,22405584.275616348,0.15047306423955475,0.6021713232032124,0.7011645117946668,2.8059584217567775,36401198.952937275,145594412.316254,0.22832882178513594,0.5350409376123693,0.0631594875552454,0.10679792338515363,0.0025282707554628637,0.0005951630549595911
5598800.17391942,22405584.18955348,0.1418841967731772,0.567799924486883,0.6611426734631111,2.645796844221742,36401199.02305373,145594412.59684983,0.21529610663522497,0.5045014898154347,0.059554433471515685,0.10070204919844986,0.002383959340101867,0.0005611916843513555
5598800.153641203,22405584.108403005,0.13378557416022577,0.5353904143887794,0.6234052454714354,2.4947771446969447,36401199.089168,145594412.8614295,0.20300727899694135,0.47570518713959087,0.056155149659193375,0.09495411700005753,0.0022478850897745778,0.0005291593688443485
5598800.134520449,22405584.031884525,0.1261492136633515,0.504830810062926,0.587821835756337,2.352377513105006,36401199.151508525,145594413.11090723,0.1914198791888755,0.44855253418353674,0.05294989120688737,0.08953426703183952,0.0021195778346028804,0.0004989554289393889
5598800.11649109,22405583.959733654,0.11894872977488129,0.4760155205442605,0.5542694949133735,2.218105923807091,36401199.21029071,145594413.34614497,0.18049387102124895,0.4229497144927834,0.049927583567553564,0.08442377307114075,0.001998594241571546,0.0004704755026210012
5598800.099490831,22405583.891701087,0.1121592430483646,0.4488449819057413,0.5226322913770124,2.0914984355352337,36401199.265717655,145594413.56795555,0.1701915034715133,0.39880826642529127,0.04707778429694292,0.07960497773339352,0.0018845162827054703,0.00044362118476141824
5598800.083460931,22405583.82755176,0.10575729413393556,0.4232253132403661,0.4928009108489841,1.9721175883628586,36401199.317980886,145594413.7771054,0.160477180254801,0.37604477751704396,0.04439064697578034,0.07506123146724673,0.0017769497906818424,0.0004182996871070468
5598800.068346003,22405583.767064016,0.09972076272046121,0.39906799227943585,0.4646722785908728,1.859550892174646,36401199.36726098,145594413.97431716,0.1513173368386496,0.35458059629172395,0.041856887191047645,0.07077683503148469,0.0016755230968865463,0.0003944235176725717
5598800.054093822,22405583.71002886,0.09402879110440074,0.3762895495262426,0.43814920327587775,1.7534094014130686,36401199.41372821,145594414.16027224,0.1426803244771358,0.33434156051891,0.03946775045885568,0.06673698525502633,0.0015798857472089677,0.00037191017843492925
5598800.040655143,22405583.65624922,0.08866171212128686,0.35481127984833793,0.41314004116917014,1.6533263711770103,36401199.45754313,145594414.3356132,0.13453630086380197,0.31525774098203296,0.037214981978096744,0.06292772389263594,0.0014897072911379844,0.0003506818802826137
5598800.027983531,22405583.605539273,0.08360098119081494,0.3345589705318601,0.3895583794765105,1.558955990028977,36401199.49885713,145594414.50094584,0.12685712702562002,0.29726319987090005,0.03509079811039204,0.059335889399668156,0.0014046761399751787,0.0003306652742354021
5598800.016035204,22405583.557723805,0.07882911224073831,0.3154626448582808,0.36732273776702246,1.4699721851324512,36401199.53781297,145594414.65684143,0.11961627010179633,0.2802957629641162,0.03308785948781143,0.05594907145925312,0.0013244984902201359,0.0003117911980057954
5598800.004768876,22405583.5126376,0.07432961728817124,0.2974563203175644,0.3463562864384679,1.3860674955908623,36401199.57454524,145594414.80383864,0.11278871167154941,0.2642968048143644,0.031199245655465235,0.05275556810483434,0.0012488973084078764,0.00029399443702649025
5598799.994145621,22405583.470124874,0.07008694946953761,0.28047778062230705,0.32658658125225537,1.306952010095289,36401199.60918087,145594414.9424454,0.10635086131415956,0.24921104619442389,0.029418431161369517,0.049744345289936605,0.001177611373890791,0.00027721349911817247
5598799.984128731,22405583.43003874,0.06608644932231987,0.2644683607351064,0.30794531302093736,1.2323523652102215,36401199.64183953,145594415.0731406,0.10028047510266462,0.23498636310415755,0.027739263010985178,0.04690499876549439,0.0011103943762576685,0.00026139040201905776
5598799.974683597,22405583.392240684,0.06231429413299804,0.24937274416637906,0.2903680715833076,1.1620108008362207,36401199.67263406,145594415.19637582,0.09455657874961822,0.22157360667863757,0.026155939408545287,0.0442277181330419,0.0010470140642711873,0.00024647047304204433
5598799.965777582,22405583.35660011,0.058757450176163635,0.2351387718422393,0.2737941232515764,1.0956842695858744,36401199.70167086,145594415.3125769,0.08915939513939757,0.20892643337523384,0.02466298971172974,0.041703252949581826,0.0009872514433832459,0.00023240216016724415
5598799.957379914,22405583.322993863,0.055403627679782505,0.22171726188202914,0.2581662009616515,1.0331435969957348,36401199.72905028,145594415.4221453,0.0840702759967007,0.19700114485299924,0.02325525553043765,0.03932288076703691,0.00093090001905536,0.00021913685391717488
5598799.949461577,22405583.291305833,0.052241238361000565,0.20906183966278757,0.24343030640144284,0.9741726896725671,36401199.7548669,145594415.52545968,0.07927163745516178,0.18575653699116765,0.021927872904359866,0.03707837699587119,0.0008777650832696152,0.00020662871939914696
5598799.941995213,22405583.261426527,0.04925935538576802,0.19712877758348885,0.22953552343349867,0.9185677886378679,36401199.77920993,145594415.62287694,0.07474689930348602,0.17515375752515144,0.02067625549778063,0.03496198648876871,0.0008276630417649058,0.00019483453793451343
5598799.934955021,22405583.233252704,0.046447675613932635,0.1858768439753956,0.2164338421673024,0.8661367652907789,36401199.80216348,145594415.71473372,0.0704804276992099,0.16515617180819525,0.019496078753551208,0.032966396746199764,0.0007804207796738955,0.00018371355772757358
5598799.928316678,22405583.20668702,0.04379648399934954,0.1752671606364748,0.2040799930733587,0.81669845755678,36401199.82380687,145594415.8013474,0.06645748115217157,0.1557292362349131,0.01838326495149167,0.031084712651306703,0.0007358750633688283,0.0001732273530581558
5598799.922057245,22405583.18163768,0.041296620022001074,0.16526306849762235,0.19243129056589273,0.770082043928397,36401199.844214864,145594415.88301724,0.06266415959107208,0.14684037888940524,0.01733396911960137,0.02931043264682494,0.0006938719764494197,0.00016333969151135602
5598799.916155095,22405583.15801813,0.03893944603614137,0.1558300009565401,0.18144748551370365,0.7261264532350817,36401199.86345799,145594415.96002546,0.0590873563371585,0.1384588870056086,0.01634456574940457,0.027637426271735682,0.0006542663879240354,0.00015401640878567942
5598799.910589835,22405583.135746766,0.036716817425100655,0.1469353644416024,0.17109062616956155,0.6846798081028815,36401199.88160274,145594416.0326381,0.055714712819103715,0.13055580085106924,0.015411636269535546,0.026059912980044404,0.0006169214507465925,0.00014522529064701638
5598799.905342234,22405583.11474663,0.03462105445962669,0.13854842579303062,0.16132492703762552,0.6455989001809139,36401199.89871181,145594416.10110608,0.05253457587262697,0.12310381366751562,0.014531957234286927,0.024572442168508166,0.0005817081289765094,0.0001369359616205763
5598799.900394162,22405583.094945166,0.03264491576252705,0.13064020607224983,0.1521166452257883,0.6087486953214286,36401199.914844304,145594416.16566595,0.0495359574773293,0.11607717732253586,0.013702489186314814,0.023169874344311062,0.0005485047519279268,0.0001291197800361828
5598799.895728521,22405583.07627395,0.030781573287925926,0.1231833804325128,0.14343396385571489,0.5740018670037357,36401199.93005597,145594416.22654083,0.04670849679163737,0.10945161334639272,0.01292036615502317,0.021847363367625373,0.0005171965937676802,0.00012174973906428573
5598799.891329191,22405583.058668472,0.02902458872868261,0.11615218370481939,0.1352468821277286,0.5412383563898646,36401199.944399364,145594416.28394103,0.044042424354688935,0.10320422904661387,0.012182885754345976,0.020600339707709053,0.00048767547710943065,0.00011480037340074714
5598799.88718097,22405583.042067897,0.027367891270453533,0.10952232137290736,0.12752711166069225,0.510344957491842,36401199.95792405,145594416.33806488,0.04152852833147921,0.09731343841053755,0.011487499845716361,0.01942449465469169,0.0004598393992342773,0.00010824767127797293
5598799.883269526,22405583.026414867,0.02580575661553251,0.10327088562971132,0.12024797874871374,0.4812149260172393,36401199.970676765,145594416.3890994,0.03915812268464642,0.09175888752253525,0.010831805733964405,0.018315765432502618,0.00043359217964635373,0.00010206899149836842
5598799.879581344,22405583.0116553,0.024332787203991485,0.09737627622524386,0.11338433219694886,0.4537476105414576,36401199.98270156,145594416.43722087,0.036923017162931095,0.08652138423822987,0.010213537865726385,0.01727032116150792,0.00040884312774562673,9.624298520344788e-05
5598799.876103681,22405582.997738197,0.022943893563780904,0.0918181258324091,0.10691245641805228,0.4278481047323606,36401199.99404,145594416.48259562,0.03481548900261966,0.08158283187273528,0.009630560001684302,0.016284549622358663,0.0003855067294696262,9.074952210829153e-05
5598799.872824519,22405582.984615467,0.021634276725349653,0.08657722967286874,0.10080998948900323,0.4034269194256064,36401200.004731245,145594416.52538043,0.03282825624420117,0.07692616667381061,0.009080857835591418,0.015355044775320513,0.00036350235182137783,8.556962094647213e-05
5598799.869732529,22405582.97224177,0.020399411640022794,0.08163547915980082,0.09505584588517284,0.3803996734176195,36401200.014812246,145594416.56572312,0.030954452572046202,0.07253529886389913,0.008562532034583072,0.014478594991964952,0.000342753964262611,8.068538388512129e-05
5598799.866817026,22405582.960574355,0.019235031544843472,0.07697579932827053,0.08963014362466011,0.3586868019078177,36401200.02431783,145594416.60376307,0.02918760359017872,0.06839505704735135,0.00807379167672748,0.013652171958563306,0.0003231898760095877,7.607993468352391e-05
5598799.864067938,22405582.949572906,0.018137113219855644,0.07258208983701939,0.08451413557116279,0.33821328158269004,36401200.03328084,145594416.63963175,0.027521604452173387,0.0644911357907583,0.007612948063143577,0.012872920212845355,0.00030474248832384446,7.173736038156355e-05
5598799.861475766,22405582.939199407,0.017101863086887943,0.06843916933781957,0.07969014465801763,0.31890837139182493,36401200.04173226,145594416.67345306,0.02595069876788886,0.06081004619528361,0.00717840888330702,0.012138147277972439,0.0002873480609419535,6.764265631653801e-05
5598799.859031552,22405582.92941802,0.0161257041018065,0.0645327230201757,0.07514150280959346,0.3007053681202063,36401200.04970127,145594416.7053439,0.024469458714159273,0.05733906929022023,0.006768672713385646,0.011445314359638225,0.00027094649183726,6.3781674278365e-05
5598799.856726852,22405582.920194946,0.01520526339494624,0.06084925315012806,0.07085249334899542,0.28354137591222084,36401200.05721542,145594416.73541445,0.02307276628072537,0.05406621208674437,0.006382323828596239,0.010792027574155805,0.0002554811095526178,6.014107362404127e-05
5598799.854553702,22405582.911498316,0.014337360617015333,0.05737603243225678,0.06680829669308512,0.2673570889510244,36401200.06430067,145594416.76376858,0.021755795586609145,0.0509801661400303,0.006018027311659363,0.010176029677224228,0.00024089847738658444,5.6708275182444174e-05
5598799.852504594,22405582.90329808,0.013518996950204924,0.05410106003374084,0.06299493914717967,0.2520965865423733,36401200.0709815,145594416.7905043,0.020513996205833954,0.04807026847655571,0.005674524440451948,0.009595192264797384,0.00022714820875648943,5.347141779020488e-05
5598799.850572447,22405582.89556591,0.012747344746534923,0.05101302011852463,0.059399244622502685,0.23770713989488415,36401200.077281,145594416.81571397,0.01934307744487951,0.04532646475159899,0.0053506283389219535,0.009047508419109158,0.0002141827931004109,5.041931730847467e-05
5598799.848750586,22405582.888275083,0.012019737757633726,0.04810124274831696,0.0560087891095594,0.22413902992910065,36401200.08322092,145594416.8394847,0.018238993517549124,0.04273927450963496,0.005045219876238936,0.008531085774446745,0.00020195743171650914,4.7541427978976834e-05
5598799.847032714,22405582.88140041,0.011333661922193337,0.04535566701532615,0.052811857750130205,0.21134537548585397,36401200.0888218,145594416.8618986,0.017197929566027344,0.040299758427601015,0.004757243800011976,0.008044139978714216,0.000190429882972502,4.4827805985820134e-05
5598799.845412897,22405582.874918137,0.010686746679268331,0.042766806279345496,0.049797404359555854,0.1992819713403338,36401200.094102986,145594416.88303313,0.016216288479829453,0.03799948742785646,0.004485705090215124,0.00758498852819579,0.00017956031635044272,4.2269075097170796e-05
5598799.843885537,22405582.868805867,0.0100767567774039,0.040325715389074736,0.046955013259453934,0.1879071354621695,36401200.09908272,145594416.9029613,0.015290678467101219,0.0358305135541175,0.004229665521222996,0.0071520449542177,0.00016931117482248993,3.985639426806676e-05
5598799.842445358,22405582.863042478,0.009501584551291532,0.03802395977441918,0.04427486328898932,0.1771815649937675,36401200.10377823,145594416.92175204,0.014417901335326498,0.0337853425097416,0.003988240420078223,0.0067438133416232665,0.00015964704508214338,3.75814270924339e-05
5598799.841087382,22405582.857608058,0.008959242639266285,0.03585358630297262,0.0417476938703487,0.1670682004492746,36401200.10820571,145594416.9394702,0.01359494144095136,0.031856907763477965,0.0037605956097903604,0.006358883160122212,0.00015053453518256373,3.54363129987535e-05
5598799.839806919,22405582.85248383,0.008447857116482752,0.033807095799986114,0.03936477301116709,0.15753209766494167,36401200.11238048,145594416.95617703,0.012818955269744532,0.030038546133217048,0.0035459445271051816,0.00599592439065621,0.0001419421591591856,3.341364008985492e-05
5598799.838599544,22405582.847652093,0.007965661020043214,0.03187741713687232,0.03711786713334693,0.14854030705844473,36401200.11631696,145594416.97193024,0.012087261611893128,0.02832397476337799,0.0033435455047860383,0.005653682929941926,0.0001338402282379681,3.150641953298833e-05
5598799.837461084,22405582.843096144,0.0075109882437056595,0.030057882798714724,0.03499921262402088,0.14006175977997473,36401200.12002875,145594416.98678428,0.011397332297887482,0.02670726941638834,0.0031526992090173756,0.005330976257313894,0.0001262007482533796,2.9708061411688947e-05
5598799.836387607,22405582.838800244,0.007082267781076394,0.028342205846361584,0.03300148901035992,0.1320671603617202,36401200.12352867,145594417.00079045,0.010746783463186447,0.02518284400325037,0.0029727462230764163,0.005026689348895828,0.000118997322921671,2.801235195599495e-05
5598799.835375403,22405582.83474955,0.006678018297396062,0.026724458193502852,0.03111779366553921,0.1245288854948205,36401200.12682881,145594417.01399717,0.010133367311481484,0.02374543128246965,0.0028030647689243904,0.004739770824983468,0.00011220506263522375,2.641343207234404e-05
5598799.834420974,22405582.830930065,0.006296843011163242,0.025199050123672087,0.0293416179584645,0.11742088858403901,36401200.12994059,145594417.02645007,0.009554964348100527,0.02239006466065801,0.0026430685588451973,0.004469229317327806,0.00010580049846283333,2.4905777098964102e-05
5598799.833521024,22405582.827328596,0.005937424867910386,0.0237607109763995,0.027666824764850696,0.11071860975036953,36401200.13287476,145594417.03819215,0.009009576056717023,0.021112061031929676,0.0024922047697086974,0.004214130043767311,9.976150105877932e-05,2.3484177716807803e-05
5598799.832672442,22405582.823932692,0.005598521989456292,0.022404470935782093,0.026087627261947705,0.10439889097061247,36401200.13564144,145594417.049264,0.008495317994061126,0.019907004596798224,0.002349952132859507,0.0039735915783741345,9.406720420049238e-05,2.2143721950073906e-05
5598799.8318722965,22405582.820730627,0.005278963382911164,0.02112564385854583,0.024598568933644194,0.09843989606070765,36401200.1382502,145594417.05970392,0.008010413278774314,0.018770731604666347,0.0022158191330316494,0.0037467828059548148,8.869793269062221e-05,2.08797781941225e-05
5598799.831117823,22405582.81771133,0.00497764489460782,0.019919811082266658,0.02319450471686201,0.09282103522634605,36401200.140710056,145594417.0695479,0.007553186451910458,0.017699315967191546,0.002089342310066111,0.003532920050382925,8.363513437439027e-05,1.968797921214153e-05
5598799.830406413,22405582.814864375,0.0046935253949788635,0.018782806157803707,0.02187058322409737,0.08752289392016477,36401200.1430295,145594417.07883,0.007122057687870457,0.016689055692819713,0.001970084657563532,0.0033312643668417137,7.886131603733083e-05,1.8564207045269212e-05
5598799.829735611,22405582.81217992,0.004425623181197654,0.017710700453191536,0.02062222998068341,0.08252716575970903,36401200.14521656,145594417.0875823,0.006715537335768322,0.015736460095615874,0.0018576341129391833,0.0031411189886211073,7.435998296193107e-05,1.7504578784032952e-05
5598799.829103096,22405582.80964869,0.004173012585153301,0.01669978957924926,0.019445131618854597,0.07781658927437643,36401200.147278786,145594417.095835,0.00633222077236828,0.01483823773419657,0.0017516021336631733,0.0029618269196474284,7.01155819343236e-05,1.6505433151941807e-05
5598799.828506686,22405582.80726194,0.003934820775039392,0.01574658059000375,0.018335220973999797,0.07337488826278864,36401200.1492233,145594417.10361665,0.005970783548808969,0.013991285039090973,0.001651622354766607,0.002792768664427703,6.611344750410564e-05,1.5563317854875287e-05
5598799.827944318,22405582.805011425,0.00371022473950518,0.014847779913701177,0.017288663031607695,0.06918671555451053,36401200.15105682,145594417.11095414,0.005629976814345861,0.013192675589236393,0.0015573493229752021,0.002633360087565207,6.233975131159932e-05,1.467497765255773e-05
5598799.827414049,22405582.802889366,0.003498448443948701,0.01400028197270559,0.01630184167634796,0.06523759998179972,36401200.15278569,145594417.1178728,0.005308623001300176,0.012439650000556702,0.0014684573030966119,0.0024830503954505773,5.878145430746617e-05,1.3837343110902108e-05
5598799.826914048,22405582.800888434,0.003298760149126138,0.013201158452963465,0.015371347197502905,0.06151389637816086,36401200.154415876,145594417.12439656,0.0050056117563050725,0.01172960639168698,0.0013846391525373552,0.0023413202331549403,5.542626169958308e-05,1.3047519996359945e-05
5598799.826442586,22405582.799001712,0.00311046988281255,0.012447648185957592,0.014493964507577842,0.05800273843093747,36401200.15595301,145594417.13054794,0.0047198961037908434,0.011060091393901834,0.0013056052600606413,0.0022076798899495448,5.2262580471509884e-05,1.2302779275632174e-05
5598799.825998035,22405582.797222685,0.002932927055777937,0.011737147608189946,0.013666662033382569,0.05469199422503524,36401200.15740241,145594417.13634822,0.004450488828453312,0.010428791674185122,0.0012310825451183395,0.0020816676072516953,4.927947932576467e-05,1.1600547686187495e-05
5598799.825578859,22405582.7955452,0.0027655182138412566,0.011067201765228712,0.0128865812411999,0.0515702243241697,36401200.15876908,145594417.14181742,0.004196459064206194,0.009833525942151766,0.001160813514299628,0.001962847983150681,4.646665091350074e-05,1.0938398845007049e-05
5598799.825183609,22405582.793963466,0.0026076649182351728,0.010435495829236242,0.01215102675984816,0.04862664224479847,36401200.16005774,145594417.14697444,0.0039569290778316574,0.009272237413204135,0.0010945553716362076,0.0018508104680010822,4.381437622007967e-05,1.0314044864833943e-05
5598799.824810918,22405582.792472016,0.0024588217469576857,0.009839847100668875,0.01145745706751038,0.04585107718616587,36401200.16127284,145594417.1518371,0.0037310712362159967,0.008742986701881847,0.0010320791796900371,0.001745167945885492,4.131349098348375e-05,9.725328448959695e-06
5598799.824459502,22405582.791065697,0.0023184744102048164,0.009278197466512582,0.010803475710150879,0.04323393888768306,36401200.16241858,145594417.15642223,0.0035181051466916594,0.00824394512085017,0.0009731690685250147,0.0016455553970453696,3.89553540295353e-05,9.170215437233174e-06
5598799.8241281435,22405582.78973965,0.0021861379733726983,0.00874860628899573,0.010186823021176754,0.04076618449221727,36401200.16349893,145594417.16074562,0.0033172949606049777,0.007773388362373787,0.0009176214898294672,0.0015516286366585024,3.6731817414512994e-05,8.646787777536612e-06
5598799.823815699,22405582.78848929,0.0020613551814891197,0.008249243700207739,0.009605368313733618,0.03843928730079469,36401200.16451761,145594417.16482225,0.0031279468307929157,0.0073296905404442335,0.000865244513612317,0.0014630631256053403,3.4635198272000966e-05,8.153236898443455e-06
5598799.823521088,22405582.7873103,0.0019436948792850035,0.0077783842794548926,0.009057102518658081,0.03624520731075677,36401200.16547815,145594417.16866618,0.00294940651418393,0.006911318572975381,0.0008158571650428882,0.001379552849115192,3.265825226669431e-05,7.687857460158938e-06
5598799.823243293,22405582.786198605,0.0018327505214467926,0.0073344010915069955,0.008540131242649273,0.03417636343557207,36401200.166383855,145594417.1722907,0.0027810571112394655,0.0065168268846564105,0.0007692887991430182,0.001300809259417813,3.079414856343748e-05,7.249041462151354e-06
5598799.822981355,22405582.785150364,0.0017281387679022899,0.006915760065135564,0.008052668222673705,0.03222560731031626,36401200.16723787,145594417.17570835,0.002622316934425414,0.006144852412159559,0.0007253785111709246,0.0012265602787470537,2.9036446225007534e-05,6.835272687114415e-06
5598799.822734368,22405582.78416196,0.0016294981592863207,0.006521014692520002,0.007593029153986792,0.030386198592311748,36401200.16804314,145594417.1789309,0.002472637498348688,0.005794109894444674,0.0006839745806595986,0.0011565493592517713,2.73790719570906e-05,6.445121462063253e-06
5598799.822501479,22405582.78322997,0.001536487868009627,0.006148801031206923,0.007159625870445377,0.028651781671584574,36401200.16880244,145594417.18196952,0.002331501624614425,0.005463387431887623,0.0006449339471887736,0.0010905345965658213,2.5816299123555096e-05,6.077239718462351e-06
5598799.822281882,22405582.782351177,0.0014487865206156275,0.005797832991353138,0.006750960857002765,0.027016363710667502,36401200.1695184,145594417.1848347,0.002198421654855729,0.005151542298888464,0.0006081217160791672,0.0010282878939743517,2.4342727959514285e-05,5.730356334316915e-06
5598799.82207482,22405582.781522546,0.0013660910873559953,0.005466897891968582,0.006365622075425614,0.02547429393787138,36401200.1701935,145594417.18753633,0.002072937765761604,0.004857496995491088,0.0005734106923010757,0.0009695941742884386,2.2953266913809406e-05,5.403272742133501e-06
5598799.821879577,22405582.78074121,0.001288115835148266,0.005154852270804912,0.006002278085354252,0.024020244122477958,36401200.17083006,145594417.19008377,0.0019546163802811527,0.004580235524371878,0.0005406809409868876,0.0009142506367049375,2.1643115056447093e-05,5.094858787574276e-06
5598799.821695479,22405582.780004475,0.0012145913402976838,0.004860617933411891,0.00565967344384848,0.022649190164391146,36401200.17143029,145594417.1924858,0.001843048669514433,0.004318799880333598,0.0005098193730290032,0.0008620660560838636,2.0407745490204463e-05,4.8040488244955915e-06
5598799.8215218885,22405582.77930979,0.001145263557572,0.004583178227710093,0.005336624367523169,0.02135639473463441,36401200.17199626,145594417.19475073,0.0017378491401136844,0.004072286740175015,0.0004807193543313209,0.0008128601222221654,1.9242889709084834e-05,4.529838032878229e-06
5598799.821358207,22405582.778654758,0.001079892942412644,0.004321574531207648,0.005032014642285252,0.020137390906712987,36401200.17252992,145594417.19688636,0.0016386543023141106,0.0038398443414990346,0.00045328033736417774,0.0007664628168409564,1.8144522849578775e-05,4.2712789469268825e-06
5598799.821203867,22405582.778037116,0.0010182536232492935,0.0040749029387235035,0.004744791766539256,0.018987966722283218,36401200.173033126,145594417.1989001,0.001545121413991978,0.003620669539674998,0.00042740751374969386,0.0007227138261335699,1.710884978376986e-05,4.027478181342597e-06
5598799.821058338,22405582.777454726,0.0009601326210579851,0.003842311139172466,0.004473963314535189,0.0179041506377996,36401200.17350761,145594417.2007989,0.0014569272964104893,0.0034140050327863057,0.0004030114866771344,0.0006814619868446773,1.613229200623347e-05,3.7975933444566438e-06
5598799.820921115,22405582.77690558,0.0009053291134661484,0.003622995470620548,0.004218593507293267,0.016882197801854133,36401200.17395501,145594417.2025893,0.0013737672175615806,0.0032191367449749915,0.0003800079620164183,0.0006425647639665597,1.5211475269419644e-05,3.58083012755992e-06
5598799.820791724,22405582.77638778,0.0008536537408618621,0.0034161981434351132,0.00397779997925717,0.01591857711579283,36401200.17437687,145594417.20427752,0.0012953538392453513,0.0030353913591421233,0.0003583174570625087,0.0006058877582478685,1.434321792479711e-05,3.3764395603708267e-06
5598799.820669719,22405582.775899533,0.0008049279521097717,0.0032212046219351133,0.003750750729503825,0.01500995903290057,36401200.17477465,145594417.20586938,0.0012214162242490567,0.002862133990478996,0.00033786502590433723,0.0005713042418132184,1.3524519929474379e-05,3.183715423158566e-06
5598799.820554678,22405582.775439154,0.0007589833876129547,0.003037341155494381,0.003536661246975397,0.014153204053997535,36401200.175149724,145594417.20737037,0.001151698900195255,0.0026987659927906527,0.0003185800004693562,0.000538694720289082,1.2752552480313007e-05,3.001991806580114e-06
5598799.820446203,22405582.775005054,0.0007156612975890612,0.0028639724505673293,0.0033347917998004482,0.013345351879696658,36401200.17550339,145594417.20878568,0.0010859609768244986,0.0025447228900321132,0.00030039574634897325,0.0005079465199230408,1.2024648239716351e-05,2.8306408107995073e-06
